,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
149780,0.037958482,57,0,0.1612561,9425.0,5,0,2,0,3.0
134682,0.050868091,65,0,0.186809069,5336.0,6,0,1,0,0.0
101135,0.9999999,24,0,0.0,820.0,1,0,0,0,0.0
61827,0.605228286,54,2,0.082502769,1805.0,3,0,0,0,0.0
127331,0.129666817,86,0,0.103218646,900.0,4,0,0,0,0.0
89037,0.178620344,55,0,0.411707507,5141.0,19,0,1,0,0.0
18607,0.0,53,0,0.37652226,5008.0,12,0,2,0,2.0
12271,0.036695083,68,1,0.089419606,3600.0,10,0,0,0,0.0
44239,0.127504863,67,0,0.544229515,4600.0,11,0,2,0,0.0
104531,0.260425154,37,0,0.045632334,2300.0,2,0,0,0,1.0
115794,0.810437327,54,0,0.127200086,9260.0,5,0,1,0,2.0
56281,0.973901188,67,0,0.150784922,10000.0,8,0,0,0,0.0
127012,0.017539956000000002,57,0,0.151652242,5083.0,14,0,2,0,0.0
137548,0.247275272,29,0,0.079988061,6700.0,12,0,0,0,0.0
115852,0.07739484,51,0,0.199873698,9500.0,4,0,2,0,3.0
53224,0.039390619,47,1,0.005955026,11250.0,5,0,0,0,0.0
43300,0.188558042,32,0,0.202069812,5700.0,11,0,0,0,3.0
27972,0.078391107,31,0,0.101814365,6668.0,7,0,0,0,1.0
89652,0.9999999,54,0,0.153502235,6038.0,2,1,0,0,1.0
129457,0.178393247,47,0,0.046035806,4300.0,8,0,0,0,1.0
92001,0.159957345,26,0,0.118119607,3360.0,6,0,0,0,1.0
19525,0.0,41,0,1.575469398,4100.0,11,0,4,0,1.0
141744,0.239812348,53,0,0.151313158,7500.0,16,0,1,0,0.0
26956,0.044893555,73,0,0.652789342,1200.0,7,0,1,0,0.0
106041,0.307112859,43,1,1.334665335,1000.0,8,0,1,0,0.0
119382,0.053712367,76,0,0.198824094,8333.0,6,0,2,0,0.0
1162,0.506995336,29,0,0.5029988000000001,2500.0,6,0,1,1,0.0
57475,0.151307356,65,0,0.6574855620000001,2250.0,17,0,0,0,0.0
132648,0.021827488,41,0,0.33326390300000003,4800.0,7,0,1,0,2.0
85665,0.381907001,43,0,0.3942564320000001,9366.0,13,0,1,0,3.0
139067,0.009069576,48,0,0.501743781,4300.0,6,0,1,0,2.0
88984,0.024045393,49,0,0.369284677,11700.0,7,0,1,1,2.0
116764,0.0,62,0,0.677093845,1981.0,10,0,1,0,0.0
96987,0.028836791,44,0,0.070302031,9700.0,10,0,0,0,2.0
35655,0.34786521299999995,49,0,0.217521932,8320.0,5,0,1,0,2.0
109046,0.442064914,52,1,0.28167958,4000.0,8,0,1,0,0.0
47605,0.015232826,49,0,0.29494733100000003,5600.0,4,0,1,0,0.0
130592,0.542234332,26,0,0.156705064,4600.0,3,3,0,0,2.0
119942,0.001675542,65,0,0.184845962,1200.0,14,0,0,0,1.0
127884,0.08627114599999999,37,0,0.220370868,3720.0,8,0,0,0,0.0
15192,0.091128763,62,0,0.460883664,7400.0,10,0,1,0,0.0
11043,0.090193868,55,0,0.281441196,16180.0,10,0,2,0,0.0
143582,0.808496455,56,0,0.515324421,6133.0,15,0,2,0,4.0
136016,0.0,32,0,0.5828852,4276.0,8,0,1,0,0.0
37465,0.023154848,53,0,0.366684502,5606.0,10,0,2,0,3.0
108838,0.311740379,54,0,0.404745854,7416.0,23,0,2,0,0.0
126320,0.516042401,52,0,0.999324438,5920.0,10,0,1,0,1.0
48538,0.9999999,38,0,0.606586673,3916.0,6,0,1,0,0.0
63333,0.017224569,87,0,0.001904581,10500.0,7,0,0,0,0.0
70462,0.0,27,1,0.179410295,2000.0,5,0,0,1,0.0
132235,0.0,50,0,0.281299385,5694.0,8,0,2,0,0.0
110454,0.005698992,40,0,0.503747149,6137.0,7,0,1,0,0.0
47222,0.0,51,0,0.463135524,6116.0,6,0,2,0,0.0
99472,0.242068916,46,0,0.238038562,4200.0,8,0,0,0,0.0
119720,0.01086946,68,0,0.489878543,3210.0,12,0,1,0,0.0
98998,0.9999999,28,0,0.254477301,2400.0,6,0,0,0,0.0
100033,0.521392741,39,0,0.35683453200000004,2084.0,5,0,0,0,1.0
128334,0.7215141540000001,59,0,0.25574858300000003,21700.0,21,0,2,0,0.0
24741,0.828540987,46,0,0.520394737,7599.0,7,0,1,0,1.0
103271,0.969689868,35,0,0.732417138,4947.0,17,0,1,0,2.0
21159,0.404957207,56,4,0.272877733,14500.0,12,0,2,2,3.0
119973,0.024022676,53,0,0.184822732,11648.0,17,0,2,0,1.0
22779,0.41651727,29,0,0.238549618,2619.0,12,0,0,0,0.0
54670,1.015339166,40,8,0.437418608,6910.0,15,2,3,1,3.0
29504,0.257188753,49,0,0.10455892,39833.0,10,0,1,0,4.0
8873,0.158627087,37,0,0.354041292,10800.0,7,0,3,0,0.0
31957,0.648836152,49,0,0.120534885,16152.0,19,0,0,0,2.0
137891,0.300599937,54,0,0.094613173,8000.0,6,0,0,0,0.0
146506,0.08884835,36,0,0.224265323,11909.0,9,0,1,0,1.0
33636,0.425048367,57,0,0.6565579979999999,7913.0,10,0,2,0,1.0
114609,0.01536908,36,0,0.120351859,2500.0,17,0,0,0,3.0
111238,0.346812502,46,2,0.4367203120000001,10500.0,11,0,5,0,0.0
112782,0.011958948,63,0,0.11922674,10500.0,14,0,1,0,0.0
145222,0.5421822270000001,36,0,0.604398743,3500.0,5,0,1,0,2.0
13736,0.9999999,55,0,0.0,4000.0,1,0,0,0,1.0
32651,0.016194101000000002,54,1,1.155344816,15500.0,14,0,4,0,4.0
14595,0.926849805,46,2,0.104787343,9733.0,7,5,0,0,3.0
51787,0.100474596,50,0,0.16673596699999998,7214.0,10,0,0,0,2.0
34335,0.043388534000000006,57,0,0.42843021,5057.0,15,0,2,0,0.0
46543,0.9999999,65,0,0.180722892,3900.0,2,1,0,0,0.0
25946,0.023378782,66,0,0.008347979,9103.0,9,0,0,0,0.0
37921,0.02869713,31,0,0.0030063890000000004,2660.0,7,0,0,0,0.0
44405,0.005198017,77,1,0.50509898,5000.0,8,0,1,0,1.0
109082,0.2656947,78,1,0.628474305,5000.0,13,1,2,0,1.0
92330,0.0,49,0,0.6965745090000001,5750.0,4,0,1,0,0.0
42898,0.025187804,47,0,0.124925005,15000.0,6,0,1,0,4.0
51061,0.9999999,42,0,0.121300986,3750.0,3,0,1,0,2.0
38724,0.03635876,49,0,0.007399576999999998,3783.0,3,0,0,0,0.0
136849,0.656616161,59,0,0.381013379,7025.0,8,0,2,0,0.0
79985,0.0,77,0,0.009665056,6000.0,2,0,0,0,0.0
115162,0.0,58,0,1.19032387,2500.0,13,0,1,0,0.0
103034,0.4441691820000001,42,0,0.25393982800000003,5583.0,6,0,0,0,0.0
62124,0.233296302,31,1,0.667339727,1980.0,8,0,1,0,1.0
138332,0.43220339,47,0,0.107243916,3533.0,4,2,0,1,0.0
133743,0.757362132,59,0,0.379266254,10166.0,7,0,1,0,1.0
10094,0.187316116,46,0,0.640637665,3700.0,15,0,2,0,2.0
34650,0.095532126,65,0,0.451637091,4000.0,10,0,1,0,0.0
120673,0.79480602,57,1,0.329924967,13593.0,12,0,2,0,2.0
82475,0.078458168,67,0,0.456476781,5318.0,9,0,2,0,1.0
61090,0.004927921,45,0,0.122405696,6600.0,6,0,0,0,3.0
13056,0.146517133,48,0,0.232514958,4846.0,12,0,2,1,2.0
101840,0.966377993,44,1,0.304822706,13000.0,6,0,1,0,0.0
56820,0.061328223,43,0,0.384502279,6800.0,5,0,1,0,1.0
19937,0.099569723,60,0,1.235357335,1860.0,6,0,1,0,0.0
67226,0.814275753,46,0,0.548150616,3000.0,8,0,0,0,0.0
34165,0.0,45,0,0.40409576,10400.0,7,0,1,0,2.0
82431,0.189139584,62,0,0.198121307,19800.0,11,0,3,0,1.0
90137,0.045122015,48,0,0.34051332799999995,12116.0,8,0,1,0,0.0
89080,0.02067455,66,0,0.242678364,7750.0,16,0,1,0,0.0
80367,0.9999999,53,0,0.18766004100000006,8200.0,1,0,1,0,1.0
43253,0.109576299,46,0,0.23999077,8666.0,7,0,1,0,2.0
48475,0.0,43,0,0.272497,7500.0,6,0,2,0,0.0
98245,0.773225865,31,0,0.338777415,2142.0,5,0,0,0,1.0
142144,0.002020161,43,0,0.228941685,12500.0,9,0,2,0,1.0
35130,0.992788316,30,0,0.605410173,3400.0,11,0,0,0,0.0
52233,0.0,25,0,0.024968789,800.0,1,0,0,0,0.0
120548,0.9999999,58,6,3.972309396,5416.0,12,0,9,1,0.0
5628,1.074616922,27,0,0.13064133,2946.0,3,1,0,1,0.0
140967,0.023952874,80,0,0.412622804,3358.0,9,0,1,0,0.0
129648,0.781383568,46,2,0.191965097,5500.0,6,0,0,0,0.0
148645,0.6617193729999999,53,0,0.718877223,4666.0,9,0,1,0,1.0
21764,0.481314388,53,0,0.6116409079999999,3040.0,17,0,1,0,3.0
114554,0.043186305,45,0,0.17134286199999998,5666.0,8,0,1,0,3.0
108658,0.014435839,62,0,0.34570411799999995,5900.0,6,0,1,0,0.0
70923,0.012740262,53,1,0.00379962,10000.0,7,0,0,0,5.0
72333,0.11519424,58,0,0.460179968,11890.0,6,0,5,0,1.0
62061,0.703167753,65,0,0.5890042289999999,2600.0,10,0,0,0,0.0
42556,0.612903226,56,0,0.296330444,5422.0,9,0,0,1,0.0
39607,0.9999999,37,1,0.0,6100.0,0,2,0,0,0.0
87675,0.047145508,91,0,0.048664612,7787.0,9,0,0,0,0.0
93017,0.0,66,0,0.000571265,3500.0,2,0,0,0,0.0
3107,0.027140919,80,0,0.003665445,3000.0,2,0,0,0,1.0
134815,0.115283489,51,0,0.450445903,11885.0,20,0,3,0,0.0
92547,0.029354427,56,0,0.35870403700000003,11666.0,8,0,1,0,3.0
95504,0.544760802,47,0,1.272273106,1200.0,4,0,1,0,2.0
45250,0.133721657,75,0,0.031752332,5038.0,4,0,0,0,0.0
45985,0.01666585,69,0,0.92256453,1200.0,10,0,2,0,0.0
49776,0.577808865,46,0,2.366150442,903.0,12,0,2,0,1.0
52341,0.019337535,60,0,0.500975419,5125.0,9,0,1,0,0.0
40139,0.0,55,0,0.245655772,9667.0,8,0,1,0,0.0
100683,0.773203153,27,0,0.12842535800000002,2444.0,5,0,0,0,0.0
95871,0.0,35,0,0.00159936,2500.0,9,0,0,0,0.0
41203,0.204526608,55,0,0.164646836,8168.0,8,0,1,0,0.0
19986,0.022785399,36,0,0.121785881,4277.0,4,0,0,0,2.0
48960,0.0,29,0,0.064462369,15000.0,9,0,0,0,1.0
146563,1.044184762,46,2,0.553450609,8867.0,8,0,1,0,2.0
50044,0.00386021,59,0,0.00279888,2500.0,12,0,0,0,0.0
110477,0.0,36,0,0.06846473,3855.0,5,0,0,0,1.0
3270,0.103415329,37,0,0.264563512,5990.0,10,0,1,0,3.0
138160,0.403930696,70,0,0.428136419,1641.0,10,0,0,0,0.0
88582,0.105548176,35,0,0.09029699,30000.0,18,0,1,0,1.0
143121,0.00976553,61,0,0.17958802699999998,15000.0,12,0,1,0,0.0
34061,0.170873317,32,0,0.221722285,8000.0,9,0,1,0,2.0
145970,0.06649335099999999,69,0,0.0042212840000000005,4500.0,1,0,0,0,0.0
31821,0.25497897,56,0,0.182515694,4300.0,6,0,0,0,1.0
11133,0.365649586,45,0,0.278418705,6500.0,7,0,1,0,3.0
74401,0.194812295,29,0,0.139534884,2708.0,5,0,0,0,0.0
143372,0.012454357,60,0,0.46039329,9000.0,16,0,2,0,0.0
149121,0.210411966,32,0,0.953139644,3200.0,20,0,2,0,1.0
101351,0.9999999,40,0,0.362482146,6300.0,4,0,2,0,3.0
95836,0.994011976,24,1,0.070464768,2000.0,2,0,0,0,0.0
108262,0.101422958,56,0,0.439550082,15913.0,17,0,1,0,3.0
17689,0.038331454,42,0,0.005732802,4011.0,4,0,0,0,3.0
87533,0.499525559,44,4,1.503267974,2600.0,11,0,2,0,2.0
149453,0.009508873,69,0,0.008973209000000001,7800.0,8,0,1,0,0.0
96607,0.511664558,41,2,0.427533944,9500.0,16,0,3,0,1.0
26968,0.650180274,62,0,0.929360695,2533.0,8,0,1,0,0.0
60889,0.233381157,39,0,0.383748139,4700.0,6,0,2,0,0.0
82019,0.200799867,27,0,0.068028689,4600.0,4,0,0,0,0.0
81190,0.063737745,66,0,0.008029534,10834.0,3,0,0,0,1.0
67945,0.288098603,47,0,0.144079602,5024.0,9,0,0,0,2.0
36903,0.26301097,59,1,0.679364127,3333.0,12,0,1,0,1.0
100263,0.0,53,0,0.036316472,3083.0,3,0,0,0,0.0
22638,0.6067864270000001,21,0,0.004862237,1850.0,2,0,0,0,1.0
69768,1.003646973,36,3,0.17938826100000002,3628.0,5,0,0,2,0.0
135523,0.747319385,56,3,0.398303241,4596.0,4,0,1,0,1.0
82347,0.9999999,29,0,0.16719118800000002,2541.0,3,0,0,0,2.0
52760,0.133441988,65,0,0.171359614,8700.0,9,0,2,0,0.0
66820,0.534333231,31,1,0.1043257,2750.0,4,0,0,0,0.0
3383,0.743834997,49,0,0.446722635,6193.0,9,0,1,0,2.0
138516,0.641117131,53,0,0.33314469,5300.0,9,0,2,0,1.0
42476,0.445632247,56,0,0.3710526320000001,4179.0,7,0,1,0,1.0
65671,0.124995833,35,0,0.34343281299999995,6600.0,4,0,2,0,0.0
11366,0.063014738,60,0,0.459231282,4500.0,20,0,3,0,1.0
2896,0.97540246,58,0,0.049441246,5905.0,1,0,0,0,0.0
125326,1.060347003,56,0,0.5354307979999999,6928.0,21,0,0,0,3.0
77509,0.804829272,40,1,0.594973964,4416.0,9,0,2,0,1.0
113254,0.455949339,54,0,0.142887519,4702.0,6,0,1,0,1.0
146522,0.0,51,0,0.239104358,2500.0,3,0,1,0,0.0
76696,0.429609446,48,0,0.004136505,2900.0,3,0,0,0,0.0
21062,0.023257536,54,0,0.36497755,9353.0,6,1,1,0,1.0
129798,0.095674967,49,0,0.812509375,6666.0,23,0,4,0,1.0
10736,0.174156991,29,0,1.036988111,4541.0,7,0,1,0,0.0
5772,0.953976943,37,0,0.831659493,2090.0,6,0,1,0,1.0
7920,0.9999999,22,0,0.0,820.0,1,0,0,0,0.0
76505,0.007031554000000001,29,0,0.250363901,6182.0,12,0,2,0,0.0
130482,0.389669582,56,0,0.33946197,5166.0,13,0,1,0,0.0
119558,0.03522305,53,0,0.598850287,4000.0,8,0,1,0,2.0
75924,0.262259799,36,0,0.497389179,9000.0,23,0,1,0,0.0
68426,0.014390992,68,0,0.338664534,2500.0,9,0,1,0,0.0
37997,0.9999999,51,0,2.871991247,913.0,5,0,1,0,2.0
53342,0.620189905,39,0,0.156333631,4483.0,4,0,0,0,3.0
63559,0.019511243,24,0,0.014242878999999996,2667.0,4,0,0,0,0.0
114351,0.013105988,58,0,0.318372154,15283.0,17,0,4,0,0.0
51989,0.032032089,51,0,0.003050969,5571.0,2,0,0,0,0.0
105402,0.445045664,63,0,0.570204257,7000.0,21,0,2,0,0.0
42623,0.349504675,31,0,0.178895301,2425.0,5,0,0,1,1.0
126253,0.720978954,47,0,0.275055405,4060.0,8,1,0,1,4.0
56956,0.02974344,89,0,0.006484734,3700.0,5,0,0,0,0.0
4457,0.821973906,52,2,0.199210047,9873.0,7,0,1,0,2.0
101737,0.029992107,24,0,0.098244429,2961.0,4,0,0,0,0.0
60646,0.660226516,35,1,0.237254249,3000.0,3,0,0,1,5.0
109259,0.196150321,40,0,0.312737453,5000.0,10,0,1,0,2.0
130291,0.015266942,81,0,0.003602484000000001,8049.0,5,0,0,0,0.0
49300,0.9999999,54,0,0.054625829,3166.0,7,1,0,0,1.0
1508,0.003499865,48,0,0.32941435,9100.0,7,0,2,0,1.0
46891,0.889530385,41,1,0.270497267,7500.0,7,0,0,0,1.0
103423,0.707876107,67,1,0.976,6999.0,18,0,2,0,1.0
17957,0.009635688,33,0,0.234071784,5822.0,6,0,2,0,0.0
119016,0.039330891,59,0,0.021295089,2300.0,11,0,0,0,0.0
118642,0.0,32,0,0.5798157270000001,4666.0,7,0,1,0,1.0
63501,1.128368727,31,1,0.192992112,5450.0,4,0,0,1,1.0
105149,0.498163946,42,0,0.276460973,9787.0,7,0,2,0,0.0
72444,0.008627657,38,0,0.177240502,5500.0,8,0,0,0,2.0
70322,0.029069673,65,0,0.415458454,10000.0,12,0,3,0,0.0
95206,0.351228407,61,0,0.184138133,17084.0,7,0,2,0,0.0
129504,0.016161616,50,0,0.023809524,125.0,4,0,0,0,1.0
11916,0.9999999,59,0,0.642366174,4800.0,7,0,2,0,3.0
133966,0.8774628720000001,74,3,0.515810662,15400.0,12,0,1,0,0.0
40463,0.004532185,43,0,0.413488874,10200.0,9,0,2,0,2.0
15276,0.026227073,32,0,0.158947018,3000.0,7,0,0,0,0.0
107087,0.971378161,27,1,0.12841439,6003.0,9,0,0,1,0.0
19289,0.022366805,37,0,0.051206037,7420.0,8,0,0,0,1.0
58881,0.216819856,59,0,0.396322346,11800.0,11,0,2,0,0.0
5087,0.7495894120000001,53,0,0.034055728,6782.0,6,0,0,0,0.0
26534,0.9999999,48,0,0.075726717,5400.0,2,0,0,0,0.0
21480,0.169240983,48,0,0.221202003,9583.0,9,0,1,0,0.0
133367,0.145681857,59,1,0.516870782,4000.0,8,0,2,0,0.0
29680,0.029558549,64,0,0.015993603000000002,2500.0,7,0,0,0,0.0
46514,0.9999999,78,1,0.203995794,950.0,5,0,0,0,0.0
113599,0.565303952,47,0,0.651380135,4600.0,11,0,2,0,2.0
16959,0.443413437,46,0,0.623415882,8600.0,7,0,2,0,4.0
44371,2.014975042,38,7,0.4867527920000001,4566.0,10,1,1,1,3.0
36149,0.7690795659999999,69,6,0.6013131079999999,4416.0,11,0,2,0,0.0
31444,0.010331247,28,0,0.078821059,13333.0,25,0,2,0,0.0
24509,0.017883253,51,0,0.259709653,10607.0,10,0,1,0,0.0
70869,0.021717269,49,0,0.034362387,9166.0,11,0,0,0,0.0
140008,0.056858658,55,0,0.526134122,6083.0,9,0,2,0,3.0
33552,0.87175741,56,0,0.8227303990000001,5815.0,12,0,2,0,0.0
14460,0.197590576,50,3,0.498976034,18066.0,15,1,2,0,0.0
48515,0.347977153,42,0,0.449224466,6833.0,8,0,2,0,2.0
61663,1.055962692,38,1,0.364059718,7300.0,6,0,1,0,0.0
83864,0.16894648399999998,29,0,0.134576334,5416.0,9,0,1,0,0.0
111192,1.043994501,38,0,0.825099375,1760.0,6,0,0,0,2.0
4101,0.032723415,81,0,0.33783277100000003,5333.0,19,0,2,0,0.0
46752,0.401465577,50,0,0.223537147,6083.0,7,0,1,0,2.0
62008,0.120309457,44,0,0.208293864,9500.0,3,0,1,0,2.0
76115,0.9999999,27,0,0.03407542,2200.0,0,4,0,0,0.0
21765,0.758984188,26,0,1.812,749.0,8,0,0,0,0.0
92451,0.113525765,55,0,0.446164926,2776.0,7,0,1,0,1.0
82798,0.048628248,77,0,0.07467057099999999,1365.0,9,0,0,0,0.0
47376,0.495090855,60,0,0.201613737,9666.0,11,0,0,0,0.0
133378,0.063419535,56,2,0.84109589,1094.0,21,0,2,0,0.0
73745,0.229798138,33,0,0.223351728,3442.0,6,0,0,0,1.0
44678,0.449507213,40,0,0.819635717,2250.0,5,1,0,0,1.0
7182,0.02089791,38,0,0.962507811,4800.0,3,0,2,0,2.0
87655,0.156284372,39,1,0.00919816,5000.0,3,0,0,0,2.0
18402,0.476204278,61,0,0.495264819,2850.0,9,0,1,0,0.0
74740,0.546287809,50,0,0.451457976,2914.0,8,0,3,0,2.0
104986,0.946348006,38,0,0.171948052,5774.0,6,0,0,0,2.0
22880,0.284617477,33,0,0.346304553,7400.0,8,0,1,0,0.0
42546,0.035582758,51,0,0.238169123,11600.0,10,0,1,0,4.0
10653,0.213466436,50,0,0.470165573,3200.0,7,0,1,0,0.0
108398,0.087460836,59,0,0.427771482,15000.0,12,0,4,0,2.0
28585,0.431871892,56,0,0.435534264,4800.0,12,0,2,0,1.0
5540,0.245471687,41,2,0.519548045,10000.0,14,0,1,0,3.0
133553,0.291983315,41,0,0.455632624,4180.0,9,0,3,0,3.0
74910,0.450861729,24,0,0.941176471,900.0,3,0,0,0,0.0
65787,0.0,44,0,0.54463223,4200.0,12,0,2,0,2.0
38530,0.8108223109999999,54,0,0.422403999,4400.0,6,0,1,0,2.0
5125,0.543456543,28,0,0.00551534,2900.0,1,0,0,0,0.0
90061,0.101524071,23,0,0.028439662,1300.0,2,0,0,0,0.0
137927,0.617686476,55,0,0.720756535,8300.0,20,0,1,0,2.0
73247,0.021459888,41,0,0.453186813,2274.0,3,0,1,0,1.0
85090,0.17395306,42,0,0.5808337179999999,6500.0,14,0,2,0,3.0
102720,0.114706004,80,0,0.117110544,2740.0,2,0,0,0,0.0
125619,0.003106721,59,0,0.3113293,27600.0,9,0,2,0,0.0
88004,0.483694074,40,0,0.181127549,2500.0,7,0,0,0,2.0
71556,0.203339312,32,0,0.196017274,4167.0,13,0,0,0,0.0
148988,0.154093495,48,0,0.32807156,3800.0,9,0,0,0,0.0
133377,0.105874402,50,0,0.8104354859999999,7416.0,21,0,4,0,3.0
148552,0.012820183999999998,54,0,0.288399944,7180.0,9,0,1,0,0.0
46357,0.007338946,82,0,0.147823629,7075.0,9,0,0,0,0.0
33302,0.135280899,37,0,0.394470951,7125.0,9,0,1,0,2.0
138988,0.006440249,95,0,0.0029994,3333.0,6,0,0,0,1.0
41115,0.000571408,68,0,0.126449531,9916.0,4,0,2,0,1.0
104814,0.00109989,29,0,0.0,2947.0,1,0,0,0,1.0
25534,0.093013239,49,0,0.436778372,3550.0,10,0,1,0,0.0
97393,0.8232221479999999,42,0,0.337944664,7083.0,5,0,0,0,2.0
117374,0.015388254,66,0,0.002783218,9700.0,7,0,0,0,0.0
120027,0.061622376,49,1,0.27386091100000004,8339.0,11,0,2,0,1.0
112351,1.889214771,63,0,0.262876131,5416.0,10,0,1,0,0.0
35448,0.309969031,49,0,0.17166449399999995,2300.0,8,0,0,0,0.0
127224,0.06115524,36,0,0.014636157,4850.0,5,0,0,0,0.0
98335,0.404293274,48,1,81.18811881,100.0,20,0,2,0,0.0
80585,0.8030393920000001,29,0,0.345713294,2880.0,3,0,0,0,0.0
18528,0.236671754,45,0,0.8372686659999999,3133.0,2,0,1,0,0.0
123542,0.002133049,93,0,0.0,6000.0,3,0,0,0,0.0
21794,0.06927565599999999,46,0,0.431094818,6000.0,8,0,2,0,3.0
13255,0.03870728,57,0,0.228408895,5800.0,10,0,2,0,0.0
52996,0.045093258,85,0,0.170292243,4550.0,9,0,1,0,0.0
68912,0.025978113,52,0,0.272616715,14800.0,10,0,3,0,0.0
122521,0.4606630470000001,67,0,0.54422188,3244.0,6,0,1,0,1.0
48922,0.031069191,36,0,0.287208607,3345.0,12,0,1,0,0.0
61266,0.57327978,50,0,0.277907884,5123.0,11,0,0,0,0.0
15593,0.4208659970000001,46,0,0.563624679,7779.0,12,0,3,0,0.0
11430,0.049902412,64,0,0.18165249100000005,9875.0,8,0,2,0,1.0
64281,0.9999999,55,0,0.16382668,4107.0,3,0,0,0,0.0
11025,0.0,31,0,0.083310192,3600.0,3,0,0,0,1.0
48632,0.201578192,25,0,0.276702061,1600.0,4,0,0,0,0.0
56161,0.098850506,82,0,0.016610188,18000.0,8,0,0,0,1.0
49845,0.086416595,45,0,0.182530507,7784.0,15,0,1,0,4.0
100583,0.298795541,47,1,0.50539928,7500.0,10,0,2,0,1.0
7833,0.225998676,74,0,0.067386523,5000.0,7,0,0,0,0.0
82991,0.320121986,26,0,0.201079194,6300.0,15,0,0,0,0.0
139062,0.980402613,37,0,0.104640903,5666.0,3,0,0,0,2.0
58945,0.10229659,55,0,0.264873513,10000.0,6,0,2,0,2.0
9924,0.892861275,70,0,0.448637317,6200.0,9,0,2,0,0.0
16513,0.249500998,25,0,0.205065541,4500.0,3,0,1,0,0.0
31188,0.0,50,0,0.112649294,3683.0,5,0,0,0,4.0
63794,0.565445455,49,1,0.301821215,7192.0,13,0,3,0,1.0
52157,0.9999999,47,0,0.37037037,1754.0,4,0,0,0,4.0
54223,0.955233554,41,0,0.16726182,7000.0,4,0,0,0,2.0
114411,0.08814292800000001,59,0,0.285113269,3089.0,11,0,1,0,0.0
74456,0.124567234,46,0,0.43536451,6350.0,9,0,2,0,4.0
88430,0.030108092000000006,62,0,0.133307941,5250.0,9,0,1,0,0.0
103293,0.934379458,55,1,0.366605566,6000.0,4,2,1,0,3.0
136398,0.0078097459999999985,74,0,0.131191556,10800.0,10,0,2,0,0.0
40187,0.0,31,0,0.018490904,3352.0,2,0,0,0,1.0
48537,0.291800145,46,0,0.368048323,4800.0,7,0,0,0,0.0
137571,0.0,42,0,0.067984892,4500.0,3,0,0,1,1.0
78496,0.0009999,47,0,0.279592854,14048.0,10,0,2,0,1.0
110756,0.090177719,48,0,0.4373643720000001,10137.0,6,0,2,0,2.0
46079,0.167726612,47,0,0.263796201,15583.0,13,0,3,0,2.0
31050,0.103806871,55,0,0.333754004,10300.0,14,0,2,0,0.0
68978,0.4656775520000001,45,0,0.520413264,6000.0,11,0,2,0,1.0
144875,0.0,55,0,0.118862475,4500.0,12,0,1,0,1.0
25580,0.037898737,42,0,0.723855285,7075.0,5,0,1,0,1.0
90738,0.046248348,47,0,0.283260594,7102.0,14,0,2,0,0.0
94366,0.016489123,30,0,0.122147359,4600.0,8,0,0,0,0.0
45737,0.223785081,71,0,0.032247662,3100.0,1,0,0,0,0.0
33038,0.597302671,51,0,0.312645462,11600.0,5,0,2,0,3.0
50662,0.459582198,28,0,0.083695815,6666.0,7,0,0,0,0.0
57734,0.307794186,55,0,0.252610531,4500.0,11,0,0,0,1.0
98297,0.776693251,41,0,0.38528631,5273.0,7,0,2,0,0.0
106106,0.0,45,0,0.649035096,10000.0,10,0,3,0,2.0
41111,0.043682862,45,0,0.318053079,9532.0,14,0,2,0,1.0
102524,0.061875169,62,1,0.46566949,5548.0,6,1,2,3,1.0
109303,0.498233451,31,0,0.471023884,5400.0,9,0,1,0,0.0
120527,0.874293195,68,2,0.597080584,5000.0,8,0,3,0,0.0
140450,0.521387673,37,0,0.362462502,7666.0,6,0,1,0,2.0
63800,0.919970631,49,1,1.439755691,1800.0,9,1,1,0,3.0
65904,0.522225552,32,0,0.264957265,3041.0,6,3,0,0,0.0
135005,0.910363487,28,0,0.499451497,6380.0,8,0,2,0,0.0
107427,0.013015931,48,0,0.025088148,7373.0,56,0,0,0,0.0
126779,0.066603625,61,0,1.283395755,800.0,12,1,1,0,0.0
8109,0.179375334,73,0,0.398988936,10483.0,10,0,1,0,1.0
73774,0.101437971,41,0,0.17270382399999998,8916.0,5,0,1,0,2.0
17190,0.347305389,67,0,0.000749963,6666.0,2,0,0,0,0.0
17216,0.865963151,45,1,0.897009967,5116.0,11,0,2,0,2.0
64765,0.0,71,0,0.054432348,4500.0,8,0,0,0,1.0
103876,0.117726395,72,0,0.213170224,3841.0,13,0,1,0,0.0
113657,0.9999999,32,0,0.002905288,1720.0,0,0,0,0,2.0
117367,0.00625538,59,0,0.660318972,4200.0,5,0,1,0,0.0
91611,0.0073217859999999985,58,0,0.324108143,6250.0,7,0,1,0,0.0
133291,0.013564819,61,0,0.201299919,16000.0,8,0,1,0,0.0
17130,0.8556288740000001,44,0,0.082361343,4200.0,1,2,0,1,2.0
33985,0.438350733,60,0,0.548490302,5000.0,10,0,1,0,0.0
135747,0.078996238,45,0,0.031393721,5000.0,2,0,0,0,0.0
92776,0.6915386490000001,31,0,0.021318304,4080.0,5,0,0,0,0.0
